

"DOTA_Tooltip_ability_first_test"	"英雄技能-初阶"
"DOTA_Tooltip_ability_Advanced_Rot_move_slow"	"移动速度减缓："
"DOTA_Tooltip_ability_Advanced_Rot_radius"	"作用范围："

"DOTA_Tooltip_ability_Primary_Blood_grudge_Dagger"	"低阶怨血匕首"
"DOTA_Tooltip_ability_Primary_Blood_grudge_Dagger_Description"	"你的攻击将会使你的敌人流血，每次攻击都会使敌人伤口增多，直到流血而亡。"
"DOTA_Tooltip_ability_Primary_Blood_grudge_Dagger_Lore"	"这是一个吸血鬼的獠牙，虽然无法吸血，但是放血的能力出众。"
"DOTA_Tooltip_ability_Primary_Blood_grudge_Dagger_basic_damage"	"每层每秒伤害："
"DOTA_Tooltip_ability_Primary_Blood_grudge_Dagger_bonus_damage"	"每层额外伤害： 主属性 * "

"DOTA_Tooltip_ability_Primary_Blood_grudge_Dagger_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_Blood_grudge_Dagger"	"中阶怨血匕首"
"DOTA_Tooltip_ability_Middle_Blood_grudge_Dagger_Description"	"你的攻击将会使你的敌人流血，每次攻击都会使敌人伤口增多，直到流血而亡。<br><br>【血流成河】你所造成所有流血伤害都将会在目标体内积累，状态销毁后对周围300范围单位造成40%%累计流血伤害。<br>"
"DOTA_Tooltip_ability_Middle_Blood_grudge_Dagger_Lore"	"在不断的放血过程中，獠牙将吸取的血液中的精华，可是无法储存的结果导致能量将死亡的瞬间绽放。"
"DOTA_Tooltip_ability_Middle_Blood_grudge_Dagger_basic_damage"	"每层每秒伤害："
"DOTA_Tooltip_ability_Middle_Blood_grudge_Dagger_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_Blood_grudge_Dagger_bonus_damage"	"每层额外伤害： 主属性 * "
"DOTA_Tooltip_ability_Advanced_Blood_grudge_Dagger"	"高阶怨血匕首"
"DOTA_Tooltip_ability_Advanced_Blood_grudge_Dagger_Description"	"你的攻击将会使你的敌人流血，每次攻击都会使敌人伤口增多，直到流血而亡。<br><br>【血流成河】你所造成所有流血伤害都将会在目标体内积累，状态销毁后对周围300范围单位造成40%%累计流血伤害。<br><br>【血毒】流血时将会有15%%几率使目标周围300距离内一个随机单位叠加一层流血效果。"
"DOTA_Tooltip_ability_Advanced_Blood_grudge_Dagger_Lore"	"即使血族也逃脱不了死亡的结局，但是亡者的怨气将所有品鉴过的血液附上了瘟疫的魔力。"
"DOTA_Tooltip_ability_Advanced_Blood_grudge_Dagger_basic_damage"	"每层每秒伤害："
"DOTA_Tooltip_ability_Advanced_Blood_grudge_Dagger_duration"	"持续时间："

"DOTA_Tooltip_ability_Advanced_Blood_grudge_Dagger_bonus_damage"	"每层额外伤害： 主属性 * "



"DOTA_Tooltip_ability_Primary_cook"	"低阶料理术"
"DOTA_Tooltip_ability_Primary_cook_Description"	"在战斗阶段，搜罗食材，起锅开灶，进入烹饪状态。你每回合可以进行%cook_count%次料理。完成一次完整的烹饪时将制作出一道料理，食用料理可以获得永久属性；<br><br>烹饪时被破坏被动，且受到伤害或主动打断将中断烹饪并进入40秒冷却。<br><br>每回合结算时，获得一份完成的料理。（料理可以分享）"
"DOTA_Tooltip_ability_Primary_cook_Lore"	"当面做菜？给你锅子打烂！"
"DOTA_Tooltip_ability_Primary_cook_Note0"   "额外的说明：持有[共生者]或[东升·炙阳]时，每回合可进行料理的次数减半。开始烹饪的一瞬间将会消耗次数。"
"DOTA_Tooltip_ability_Primary_cook_level1"	"%1级料理占比："
"DOTA_Tooltip_ability_Primary_cook_level2"	"%2级料理占比："
"DOTA_Tooltip_ability_Primary_cook_level3"	"%3级料理占比："


"DOTA_Tooltip_ability_Middle_cook"	"中阶料理术"
"DOTA_Tooltip_ability_Middle_cook_Description"	"在战斗阶段，搜罗食材，起锅开灶，进入烹饪状态。你每回合可以进行%cook_count%次料理。完成一次完整的烹饪时将制作出一道料理，食用料理后可以获得永久属性；<br><br>烹饪时被破坏被动，且受到伤害或主动打断将中断烹饪并进入40秒冷却。<br><br>每回合结算时，获得一份完成的料理。（料理可以分享）<br><br>【熟练技艺】烹饪时间减少%time_reduce%秒。"
"DOTA_Tooltip_ability_Middle_cook_Lore"	"别催了在做了！"
"DOTA_Tooltip_ability_Middle_cook_Note0"   "额外的说明：持有[共生者]或[东升·炙阳]时，每回合可进行料理的次数减半。开始烹饪的一瞬间将会消耗次数。"
"DOTA_Tooltip_ability_Middle_cook_level1"	"%1级料理占比："
"DOTA_Tooltip_ability_Middle_cook_level2"	"%2级料理占比："
"DOTA_Tooltip_ability_Middle_cook_level3"	"%3级料理占比："

"DOTA_Tooltip_ability_Advanced_cook"	"高阶料理术"
"DOTA_Tooltip_ability_Advanced_cook_Description"	"在战斗阶段，搜罗食材，起锅开灶，进入烹饪状态。你每回合可以进行%cook_count%次料理。完成一次完整的烹饪时将制作出一道料理，食用料理后可以获得永久属性；<br><br>烹饪时被破坏被动，且受到伤害或主动打断将中断烹饪并进入40秒冷却。<br><br>每回合结算时，获得一份完成的料理。（料理可以分享）<br><br>【熟练技艺】烹饪时间减少%time_reduce%秒。<br><br>【精研】你精湛的烹饪技术让你的锅不再产生1级料理，同时你有%HQ_chance%% 几率烹饪出提供双倍属性的精研料理。"
"DOTA_Tooltip_ability_Advanced_cook_Lore"	"挑食啊？"
"DOTA_Tooltip_ability_Advanced_cook_Note0"   "额外的说明：持有[共生者]或[东升·炙阳]时，每回合可进行料理的次数减半。开始烹饪的一瞬间将会消耗次数。"
"DOTA_Tooltip_ability_Advanced_cook_level1"	"%1级料理占比："
"DOTA_Tooltip_ability_Advanced_cook_level2"	"%2级料理占比："
"DOTA_Tooltip_ability_Advanced_cook_level3"	"%3级料理占比："



"DOTA_Tooltip_modifier_Primary_cook"                   "低阶料理术"
"DOTA_Tooltip_modifier_Primary_cook_Description"       "剩余料理次数" 
"DOTA_Tooltip_modifier_Middle_cook"                   "中阶料理术"
"DOTA_Tooltip_modifier_Middle_cook_Description"       "剩余料理次数" 
"DOTA_Tooltip_modifier_Advanced_cook"                   "高阶料理术"
"DOTA_Tooltip_modifier_Advanced_cook_Description"       "剩余料理次数" 





"DOTA_Tooltip_ability_player_spell_info_none"	"空技能"
"DOTA_Tooltip_ability_player_spell_info_none_Description"	""
"DOTA_Tooltip_ability_item_hd_none"	"空道具"

"DOTA_Tooltip_ability_Primary_clock_and_dagger"	"低阶刀光谍影"
"DOTA_Tooltip_ability_Primary_clock_and_dagger_Description"	"每次从背后攻击敌人都造成基于敏捷值得额外伤害。"
"DOTA_Tooltip_ability_Primary_clock_and_dagger_Lore"	"任何人都无法发现草丛中的刺客。"
"DOTA_Tooltip_ability_Primary_clock_and_dagger_Note0"	"额外的说明：仅近战攻击者有效。"
"DOTA_Tooltip_ability_Primary_clock_and_dagger_basic_damage"	"每层每秒伤害："
"DOTA_Tooltip_ability_Primary_clock_and_dagger_duration"	"持续时间："
"DOTA_Tooltip_ability_Primary_clock_and_dagger_delay"	"冷却时间："
"DOTA_Tooltip_ability_Primary_clock_and_dagger_backstab_damage_per_agility"	"敏捷乘数："
"DOTA_Tooltip_ability_Primary_clock_and_dagger_back_angle"	"背部角度："
"DOTA_Tooltip_ability_Middle_clock_and_dagger"	"中阶刀光谍影"
"DOTA_Tooltip_ability_Middle_clock_and_dagger_Description"	"获得低被攻击优先度。每次从背后攻击敌人都造成基于敏捷值得额外伤害，发动攻击后将失去低被攻击优先度。<br><br>【连击】每次触发背击效果时增加一层连击效果，每层提供额外5%%的敏捷伤害，最多叠加30层，不触发背击攻击时失去叠加层数。"
"DOTA_Tooltip_ability_Middle_clock_and_dagger_Lore"	"捅一刀我就躲进草丛，等仇恨没了再出来暗杀下一个目标。"
"DOTA_Tooltip_ability_Middle_clock_and_dagger_Note0"	"额外的说明：仅近战攻击者有效。"
"DOTA_Tooltip_ability_Middle_clock_and_dagger_delay"	"冷却时间："
"DOTA_Tooltip_ability_Middle_clock_and_dagger_back_angle"	"背部角度："
"DOTA_Tooltip_ability_Middle_clock_and_dagger_backstab_damage_per_agility"	"敏捷乘数："
"DOTA_Tooltip_ability_Advanced_clock_and_dagger"	"高阶刀光谍影"
"DOTA_Tooltip_ability_Advanced_clock_and_dagger_Description"	"获得低被攻击优先度。每次从背后攻击敌人都造成基于敏捷值得额外伤害，发动攻击后将失去低被攻击优先度。<br><br>【连击】每次触发背击效果时增加一层连击效果，每层提供额外5%%的敏捷伤害，最多叠加30层，不触发背击攻击时失去叠加层数。<br><br>【康纳·肯威】可以开启自动施法状态，在此状态下即使是在敌人的正面也有30%%的效果，但会失去低被攻击优先度效果，关闭10秒后才可恢复。"
"DOTA_Tooltip_ability_Advanced_clock_and_dagger_Lore"	"那个男人来了。"
"DOTA_Tooltip_ability_Advanced_clock_and_dagger_Note0"	"额外的说明：仅近战攻击者有效。"
"DOTA_Tooltip_ability_Advanced_clock_and_dagger_delay"	"冷却时间："
"DOTA_Tooltip_ability_Advanced_clock_and_dagger_back_angle"	"背部角度："
"DOTA_Tooltip_ability_Advanced_clock_and_dagger_backstab_damage_per_agility"	"敏捷乘数："



"DOTA_Tooltip_ability_Primary_necromastery"	"低阶支配死灵"
"DOTA_Tooltip_ability_Primary_necromastery_Description"	"每杀死一个单位都会窃取其灵魂，获得额外攻击力。死亡时40%%的灵魂将逃离束缚。"
"DOTA_Tooltip_ability_Primary_necromastery_Lore"	"死灵法术作为一门禁术，也有被死灵术者们所共同反对的禁忌，那就是收集死去之人的灵魂。正常来说，死者的灵魂前往冥界，通过死灵法术将生物复活则是通过交易召唤冥界中的灵魂。而支配死灵则不然，这项禁忌不需要经过死者的同意即可随意支配他的灵魂。"
"DOTA_Tooltip_ability_Primary_necromastery_delay"	"冷却时间："
"DOTA_Tooltip_ability_Primary_necromastery_back_angle"	"背部角度："
"DOTA_Tooltip_ability_Primary_necromastery_backstab_damage_per_agility"	"敏捷乘数："
"DOTA_Tooltip_ability_Primary_necromastery_max_soul"	"灵魂上限："
"DOTA_Tooltip_ability_Primary_necromastery_bonus_attack_damage"	"每灵魂攻击力加成："
"DOTA_Tooltip_ability_Middle_necromastery"	"中阶支配死灵"
"DOTA_Tooltip_ability_Middle_necromastery_Description"	"每杀死一个单位都会窃取其灵魂，获得额外攻击力。死亡时40%%的灵魂将逃离束缚。<br><br>【灵魂困局】每个灵魂可以增加自身0.3%%的物理伤害。（与所有伤害提升线性叠加）"
"DOTA_Tooltip_ability_Middle_necromastery_Lore"	"死灵法术作为一门禁术，也有被死灵术者们所共同反对的禁忌，那就是收集死去之人的灵魂。正常来说，死者的灵魂前往冥界，通过死灵法术将生物复活则是通过交易召唤冥界中的灵魂。而支配死灵则不然，这项禁忌不需要经过死者的同意即可随意支配他的灵魂。"
"DOTA_Tooltip_ability_Middle_necromastery_max_soul"	"灵魂上限："
"DOTA_Tooltip_ability_Middle_necromastery_bonus_attack_damage"	"每灵魂攻击力加成："
"DOTA_Tooltip_ability_Advanced_necromastery"	"高阶支配死灵"
"DOTA_Tooltip_ability_Advanced_necromastery_Description"	"每杀死一个单位都会窃取其灵魂，获得额外攻击力。死亡时40%%的灵魂将逃离束缚。<br><br>【灵魂困局】每个灵魂可以增加自身0.3%%的物理伤害。（与所有伤害提升线性叠加）<br><br>【有效转换】增加的攻击力50%%转化为基础攻击力。"
"DOTA_Tooltip_ability_Advanced_necromastery_Lore"	"死灵法术作为一门禁术，也有被死灵术者们所共同反对的禁忌，那就是收集死去之人的灵魂。正常来说，死者的灵魂前往冥界，通过死灵法术将生物复活则是通过交易召唤冥界中的灵魂。而支配死灵则不然，这项禁忌不需要经过死者的同意即可随意支配他的灵魂。"
"DOTA_Tooltip_ability_Advanced_necromastery_max_soul"	"灵魂上限："
"DOTA_Tooltip_ability_Advanced_necromastery_bonus_attack_damage"	"每灵魂攻击力加成："


"DOTA_Tooltip_ability_Primary_Corrosive_Skin"	"低阶腐蚀皮肤"
"DOTA_Tooltip_ability_Primary_Corrosive_Skin_Description"	"让皮肤分泌出恶性毒素，周围%radius%范围内的敌人在伤害你时将被毒素感染，攻击速度被降低并持续受到伤害。"
"DOTA_Tooltip_ability_Primary_Corrosive_Skin_Lore"	"武器附魔已经屡见不鲜了，但身体附魔则是一门对技艺要求十分高的技能，稍不留神就弄巧成拙使自己受伤。"
"DOTA_Tooltip_ability_Primary_Corrosive_Skin_duration"	"持续时间："
"DOTA_Tooltip_ability_Primary_Corrosive_Skin_attack_speed_down"	"攻击速度降低："
"DOTA_Tooltip_ability_Primary_Corrosive_Skin_poison"	"每秒累计毒素："
"DOTA_Tooltip_ability_Primary_Corrosive_Skin_bonus_poison"	"额外每秒累计毒素：力量*"

"DOTA_Tooltip_ability_Middle_Corrosive_Skin"	"中阶腐蚀皮肤"
"DOTA_Tooltip_ability_Middle_Corrosive_Skin_Description"	"让皮肤分泌出恶性毒素，周围%radius%范围内的敌人在伤害你时将被毒素感染，攻击速度被降低并持续受到伤害。<br><br>【腐毒迸发】累计受到自身%line%% 最大生命值的伤害时，则在自身位置迸发出最多一滩毒液，其%middle_radius%范围内的友军每秒恢复生命值，敌军则降低%magic_resist_down%% 魔法抗性，持续%middle_duration%秒。"
"DOTA_Tooltip_ability_Middle_Corrosive_Skin_Lore"	"药量过大即为毒。"
"DOTA_Tooltip_ability_Middle_Corrosive_Skin_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_Corrosive_Skin_attack_speed_down"	"攻击速度降低："
"DOTA_Tooltip_ability_Middle_Corrosive_Skin_poison"	"每秒累计毒素："
"DOTA_Tooltip_ability_Middle_Corrosive_Skin_bonus_poison"	"额外每秒累计毒素：力量*"
"DOTA_Tooltip_ability_Middle_Corrosive_Skin_middle_heal"	"%腐毒生命恢复："

"DOTA_Tooltip_ability_Advanced_Corrosive_Skin"	"高阶腐蚀皮肤"
"DOTA_Tooltip_ability_Advanced_Corrosive_Skin_Description"	"让皮肤分泌出恶性毒素，周围%radius%范围内的敌人在伤害你时将被毒素感染，攻击速度被降低并持续受到伤害。<br><br>【腐毒迸发】累计受到自身%line%% 最大生命值的伤害时，在自身位置迸发出最多一滩毒液，其%middle_radius%范围内的友军每秒恢复生命值，敌军则降低%magic_resist_down%% 魔法抗性，持续%middle_duration%秒。<br><br>【剧毒吸纳】技能可以主动使用，立刻移除所有敌人身上的毒素，每个被移除掉的毒素会为你治疗%remove_heal%% 最大生命值。"
"DOTA_Tooltip_ability_Advanced_Corrosive_Skin_Lore"	"病入膏肓则百毒不侵，反正不会更多的厄运了……或许吧。"
"DOTA_Tooltip_ability_Advanced_Corrosive_Skin_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Corrosive_Skin_attack_speed_down"	"攻击速度降低："
"DOTA_Tooltip_ability_Advanced_Corrosive_Skin_poison"	"每秒累计毒素："
"DOTA_Tooltip_ability_Advanced_Corrosive_Skin_bonus_poison"	"额外每秒累计毒素：力量*"
"DOTA_Tooltip_ability_Advanced_Corrosive_Skin_middle_heal"	"%腐毒生命恢复："

"DOTA_Tooltip_ability_Primary_empower"	"低阶授予力量"
"DOTA_Tooltip_ability_Middle_empower"	"中阶授予力量"
"DOTA_Tooltip_ability_Advanced_empower"	"高阶授予力量"
"DOTA_Tooltip_ability_Advanced_empower_Description"	"给予友方单位攻击力加成并且使其获得分裂攻击效果。<br><font color=\"#777777\">该技能书可由击败对应的拥有该技能的boss掉落</font><br><br>【回响】每分裂到一个单位可以使下次攻击提升15点（但最高叠加15层）<br><br>【回音】场上每存在一个由自己添加的授予力量状态，则授予力量效果提升8%%（最大叠加五层，仅影响攻击力加成与分裂效果）"
"DOTA_Tooltip_ability_Middle_empower_Description"	"给予友方单位攻击力加成并且使其获得分裂估计效果。<br><br>【回响】每分裂到一个单位可以使下次攻击提升15点（但最高叠加15层）"
"DOTA_Tooltip_ability_Primary_empower_Description"	"给予友方单位攻击力加成并且使其获得分裂攻击效果。"
"DOTA_Tooltip_ability_Primary_empower_Note0"	"额外的说明：<br><font color=\"#d9534f\">远程单位不会拥有分裂效果</font>"
"DOTA_Tooltip_ability_Middle_empower_Note0"	"额外的说明：<br><font color=\"#d9534f\">远程单位不会拥有分裂效果</font>"
"DOTA_Tooltip_ability_Advanced_empower_Note0"	"额外的说明：<br><font color=\"#d9534f\">远程单位不会拥有分裂效果</font>"
"DOTA_Tooltip_ability_Advanced_empower_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_empower_duration"	"持续时间："
"DOTA_Tooltip_ability_Primary_empower_duration"	"持续时间："
"DOTA_Tooltip_ability_Primary_empower_bonus_damage_pct"	"%攻击力加成："
"DOTA_Tooltip_ability_Middle_empower_bonus_damage_pct"	"%攻击力加成："
"DOTA_Tooltip_ability_Advanced_empower_bonus_damage_pct"	"%攻击力加成："
"DOTA_Tooltip_ability_Advanced_empower_cleave_damage_pct"	"%分裂伤害："
"DOTA_Tooltip_ability_Primary_empower_cleave_damage_pct"	"%分裂伤害："
"DOTA_Tooltip_ability_Middle_empower_cleave_damage_pct"	"%分裂伤害："
"DOTA_Tooltip_ability_Middle_empower_Lore"	"强大的极性之力在敌人身体引发了回响，加速了他们的死亡。"
