"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"【折射+】折射次数加一"
"DOTA_Tooltip_ability_Advanced_Celestial_Hammer_note_lv20"			"【常驻化】技能处于冷却中时【武神】的持续时间不会被减少"
"DOTA_Tooltip_ability_Advanced_Celestial_Hammer_note_base_Info"  "攻击力乘数：+0.05/级<br/>移动速度减缓：+1%%/级<br/>烧灼力量伤害：+0.05/级<br/>释放距离：+40/级<br/>"	
"DOTA_Tooltip_ability_Advanced_Celestial_Hammer_note_lv25_1"				"【幻影战锤手】转变为被动技能，且失去'常驻化'效果，攻击有8%%几率朝周围1000范围内随机一个点丢出锋刃，并进入4秒冷却，冷却时间大于15时不触发。"
"DOTA_Tooltip_ability_Advanced_Celestial_Hammer_note_lv25_2"				"【米凯拉的锋刃】锤子变为锋刃，对击中的敌人附加一层持续10秒的猩红腐败效果，每层猩红腐败可以对其造成最大生命值0.5%%的伤害，但每秒伤害总量不超过施法者全额攻击力的十倍(不被状态抗性与负面状态持续时间增强影响)"
"DOTA_Tooltip_ability_Advanced_Celestial_Hammer_note_lv25_3"				"【狂舞】改变技能的冷却时间，最长4秒，在0.1到4秒中随机产生"



"DOTA_Tooltip_ability_Advanced_Luminosity_note_lv5"				"【秩序协同】熠熠生辉还会对最近的友军英雄施加一次弱驱散"
"DOTA_Tooltip_ability_Advanced_Luminosity_note_lv10"			"【纠死圣律】熠熠生辉会斩杀生命值低于5%%的敌人"
"DOTA_Tooltip_ability_Advanced_Luminosity_note_lv15"			"【光之灌注+】光之灌注的持续时间增加到45秒"
"DOTA_Tooltip_ability_Advanced_Luminosity_note_lv20"			"【纯净武器+】如果熠熠生辉成功驱散了自身的负面状态，那么立刻获得2次攻击计数"
"DOTA_Tooltip_ability_Advanced_Luminosity_note_base_Info"  "致命一击：+7.2%/级<br/>攻击伤害治疗：+0.5%/级"	
//"DOTA_Tooltip_ability_Advanced_Luminosity_note_lv25_1"				"【维序者】所需攻击次数减少1，'秩序赐福'的最大层数提升至100"
//"DOTA_Tooltip_ability_Advanced_Luminosity_note_lv25_2"				"【混沌结合】当你拥有高阶混沌一击时，可以使熠熠生辉的暴击伤害变为原来的1.9倍，高阶混沌一击的暴击伤害变为原来的1.3倍"
//"DOTA_Tooltip_ability_Advanced_Luminosity_note_lv25_3"				"【光脉】触发该技能暴击时有25%%几率产生一道200%%效果的高阶天光现世的脉冲"

	







"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_lv5"				"【假酒+】伤害提升至75%%"
"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_lv10"			"【再利用+】治疗效果提升50%%"
"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_lv15"			"【开源节流】每秒的魔法消耗降低50%%(不改变面板)"
"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_lv20"			"【大巫医】开启技能时自身治疗增强提升35%%"
"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_base_Info"  "作用范围：+8/级<br/>基础治疗：+1/级<br/>智力乘数：+0.015/级<br/>"	
"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_lv25_1"				"【简单易懂的强化】不再消耗魔法，且可以变为恢复等值的魔法，该技能的治疗效果变为原来的5倍"
"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_lv25_2"				"【热酒】区域内友方的吸血增强提升50%%，与受到治疗效果提升100%%，同时攻击速度提升20%%"
"DOTA_Tooltip_ability_Advanced_Voodoo_Restoration_note_lv25_3"				"【冷酒】区域内的友方防御力提高50，同时将会把有效治疗的2倍进行储存，当到达你最大生命值的100%%时，使其过冷，在过冷期间目标忽略所有伤害，但每秒消耗等同于其最大生命值20%%+500点的的储存值，且每秒乘法增加5%%，直到所有值耗光"


"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_lv5"				"【小行星+】触发几率提升至50%"
"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_lv10"			"【混沌脉冲+】脉冲范围提升50%"
"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_lv15"			"【混乱之雨】将额外产生2颗次级陨石，次级陨石只有一半的范围与伤害"
"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_lv20"			"【混乱之雨+】次级陨石数量加2"
"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_base_Info"  "基础伤害：+8/级<br/>伤害智力乘数：：+0.08/级<br/>烧灼伤害：：+3/级<br/>烧灼智力乘数：+0.01/级<br/>"	
"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_lv25_1"				"【艾丝缇陨石】转变为持续施法技能，同时冷却时间降低至1.5秒，在持续施法期间每0.7秒生成1颗陨石，威力在0.3-1.1之间进行随机"
"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_lv25_2"				"【流星雨】次级陨石+10，但降落点将变得更加分散，同时降落分散时间从0.1到0.5秒变更为0.1到1.5秒"
"DOTA_Tooltip_ability_Advanced_Chaos_Meteor_note_lv25_3"				"【巨型陨石】不再产生次级陨石，将产生一颗巨型陨石，范围为两倍，伤害为5倍"






"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_lv5"				"【灵魂固化+】加成效果提升至主属性的800%%"
"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_lv10"			"【生命储蓄+】吸血计算提升至3.5%，同时储蓄时间提升至10秒"
"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_lv15"			"【灵魂之膜】当储蓄的生命值到达自身最大生命值的40%%以上时，获得50%%的状态抗性"
"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_lv20"			"【破势】生命值为满时，防御力增加50"
"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_base_Info"  "攻击伤害吸血：+0.05%%/级<br/>攻击伤害吸血：+1/级<br/>"	
"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_lv25_1"				"【血之联合】所有单位将共用'生命储蓄'效果，储蓄的生命永久保存但每秒会减少1%%(你仍需要在满血状态下触发储蓄状态才能触发这个效果)"
"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_lv25_2"				"【血魂】当储蓄的生命值到自身最大生命值100/500/1000/2000/4000%%时，你将获得20全属性/额外20全属性/40%%技能伤害/10%%伤害减免/60%%伤害增强(仅对英雄有效)"
"DOTA_Tooltip_ability_Advanced_Vampiric_Spirit_note_lv25_3"				"【血液固化】储蓄的生命值从治疗效果转变为护盾效果且不会被护盾破坏禁用"


"DOTA_Tooltip_ability_Advanced_shockwave_note_lv5"				"【回响+】震荡次数加一"
"DOTA_Tooltip_ability_Advanced_shockwave_note_lv10"			"【魔法三重化+】伤害继承提升至75%%"
"DOTA_Tooltip_ability_Advanced_shockwave_note_lv15"			"【PTSD】每次受到震荡波伤害时都会使下次震荡波伤害提高10%%，独立计算时间，持续5秒，不受状态抗性与负面状态增强影响"
"DOTA_Tooltip_ability_Advanced_shockwave_note_lv20"			"【崩裂】每次震荡波震荡时有15%%几率继承震荡次数，在左右进行分裂，分裂后的震荡波继承原本的伤害。"
"DOTA_Tooltip_ability_Advanced_shockwave_note_base_Info"  "基础伤害：+10/级<br/>力量乘数：+0.1/级<br/>"	
"DOTA_Tooltip_ability_Advanced_shockwave_note_lv25_1"				"【崩坏】施法距离提升400，震荡波到达目的地后经过短暂延迟路径会产生爆炸，造成全额攻击力的50%%的物理伤害，并在5秒内降低受到影响单位降低2点护甲，独立叠加固定持续时间"
"DOTA_Tooltip_ability_Advanced_shockwave_note_lv25_2"				"【断层】失去除了'PTSD'以外的效果，震荡波作用范围提升至300，转变为单位目标施法，可以对一个单位发动技能效果，震荡波将在两个单位至今往返振荡，直到下一次施法或其中一个单位死亡"
"DOTA_Tooltip_ability_Advanced_shockwave_note_lv25_3"				"【崩坏者的传承】转变为大型震荡波，作用范围提升至400，伤害附加1.5倍攻击力，转变为物理伤害"



"DOTA_Tooltip_ability_Advanced_gravity_note_lv5"				"【反相+】反相状态下的牵引速度增加50%%"
"DOTA_Tooltip_ability_Advanced_gravity_note_lv10"			"【两极反转+】伤害继承提升至75%%"
"DOTA_Tooltip_ability_Advanced_gravity_note_lv15"			"【引力核】牵引速度，作用范围与伤害提升50%%"
"DOTA_Tooltip_ability_Advanced_gravity_note_lv20"			"【两极反转再反转】后续地爆天星继承伤害提升至90%%，如果释放了一个正向的地爆天星，之后将产生反相的地爆天星，额外产生次数为2"
"DOTA_Tooltip_ability_Advanced_gravity_note_base_Info"  "基础伤害：+3/级<br/>智力乘数：+0.02/级<br/>爆炸伤害智力乘数：+0.2/级<br/>"
"DOTA_Tooltip_ability_Advanced_gravity_note_lv25_1"				"【封印】地爆天星作用范围内的敌人被沉默，破坏被动，破坏护盾，破坏闪避，受到所有伤害增加43%%"
"DOTA_Tooltip_ability_Advanced_gravity_note_lv25_2"				"【万象】反相地爆天星的产生次数增加至6且始终会将敌人向外推,地爆天星继承伤害提升至110%%"
"DOTA_Tooltip_ability_Advanced_gravity_note_lv25_3"				"【坠陷】施加一个巨大的重力场，区域内移速低于300的敌人将无法移动，而移速大于300的敌人，每超50点将每秒受到10%%地爆天星的伤害，最多到达10倍,重力场存在25秒，同一时间只能存在至多一个重力场"




"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_lv5"				"【殁境波动+】对队友使用时目标将可以移动，且结算时按照50%%当前魔法值作为额外伤害"
"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_lv10"			"【殁境扩张+】最大范围加成提升至750"
"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_lv15"			"【殁境庇护所】技能可以右键切换状态，在右键切换状态下仅可对友军释放，被影响的友军可以使用技能，且持续时间提升至5秒，但冷却时间被固定为13秒，且在施法完成4秒后再进入冷却"
"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_lv20"			"【天地囚笼】对敌使用时，将转换为巨大的天体牢笼，囚禁范围内所有敌人"
"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_base_Info"  "智力乘数：+0.16/级<br/>"
"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_lv25_1"				"【神蚀者】每次对敌施法都可以让自身的魔法值提升10%%，独立叠加，持续时间位此次施法造成的控制时间总和,被正面状态持续时间增强影响"
"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_lv25_2"				"【星体之能】附加被动能力，当你使用任意冷却时间大于3秒的技能时，你可以在14秒内获得800点最大魔法值提升,被正面状态持续时间增强影响"
"DOTA_Tooltip_ability_Advanced_astral_imprisonment_note_lv25_3"				"【先兆者】附加被动能力，当有一名敌人尝试攻击你时，你可以自动对其施加一次单体的星体禁锢，对相同单位有10秒冷却"


"DOTA_Tooltip_ability_Advanced_summon_water_element_note_lv5"				"【生生不息+】可触发次数增加至5"
"DOTA_Tooltip_ability_Advanced_summon_water_element_note_lv10"			"【源远流长+】最大叠加增加至350%%"
"DOTA_Tooltip_ability_Advanced_summon_water_element_note_lv15"			"【波浪形态】水元素的攻击有50%%几率化为波浪冲向目标身后400码的位置，对沿途所有敌人造成全额攻击力7%%的伤害"
"DOTA_Tooltip_ability_Advanced_summon_water_element_note_lv20"			"【渗透作用】水分子从水势高的一方通过半透膜向水势低的一方移动，当攻击的目标的生命值百分比高于水元素时或为水元素生命值为满时，水元素将提升5点攻击速度（最多提升400点）"
"DOTA_Tooltip_ability_Advanced_summon_water_element_note_base_Info"  "攻击力继承：+1.5%%/级<br/>生命值继承：+1.5%%/级<br/>"
"DOTA_Tooltip_ability_Advanced_summon_water_element_note_lv25_1"				"【水之化身】'波浪形态'的触发几率提升至80%%，且伤害提高至全额攻击力35%%的伤害,并且冲向目标身后+自身攻击距离的位置"
"DOTA_Tooltip_ability_Advanced_summon_water_element_note_lv25_2"				"【不灭之泉】'生生不息'转变为水元素生命值低于20%%后可以恢复最大生命值的60%%，最多可以触发20次"
"DOTA_Tooltip_ability_Advanced_summon_water_element_note_lv25_3"				"【海洋之心】水元素每秒可以吸收700范围内友方英雄1%%最大魔法值，当吸收的魔法值=召唤者最大魔法值20%%+1000后，水元素将进行形态变化，旧的身体将死亡，转变为上级水元素，继承120%%的属性（视为重新召唤，因此受到第二次召唤增强影响），攻击可以弹射2次且攻击基础间隔降低0.2秒"



"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_lv5"				"【雷霆+】触发几率提升至15%%"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_lv10"			"【元素之力+】触发几率提升至30%%"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_lv15"			"【融洽万物】召唤物继承施法者的30%%的攻击距离（最少100，最多500）"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_lv20"			"【超负荷】召唤物诞生后将储蓄电力，每秒增加1%%该技能提供的攻击速度与移动速度加成，直到50层"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_base_Info"  "攻击速度加成：+4/级<br/>移动速度加成：+2/级<br/>"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_lv25_1"				"【龙魂】'雷霆'的召唤物伤害转变为全额伤害，只要不在冷却则必定触发，每当你进行一次召唤后，'雷霆'的伤害将提高30%%，这个提升将持续至此召唤物消失"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_lv25_2"				"【天空之主】召唤物可以穿越地形移动，同时攻击速度提升20%%，移动速度提升100%%并突破限制"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Aethrak_note_lv25_3"				"【闪点】近战召唤物有35%%几率可以同时攻击两名敌人，范围为300"



"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_lv5"				"【大地的意志+】大地的意志激活时，主效果还会使敌人眩晕0.5秒"
"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_lv10"			"【赤焰的意志】意志图腾会提供15%%伤害增加。最左侧技能为<font color=\"#CD5555\">[斯莱瑞克之魂]</font>时，额外提供20%%伤害增加，但友军受到的伤害也会增加15%%"
"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_lv15"			"【激流的意志+】激流的意志激活时，主效果还会回复友军等同15%%治疗数值的魔法"
"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_lv20"			"【风暴的意志】意志图腾会提供10%%攻击速度和5%%冷却缩减。最左侧技能为<font color=\"#AFEEEE\">[埃斯瑞克之魂]</font>时，主效果还会减少友军可刷新技能0.45秒剩余冷却时间"
"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_base_Info"  "生命值继承：+2%%/级<br/>基础治疗：+2/级<br/>额外治疗：+1%%/级<br/>存续时间：+0.5/级"
"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_lv25_1"				"【至高龙魂图腾】四种意志将全部激活，同时其龙魂高阶等级均视为25"
//"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_lv25_2"				"【】治疗守卫还将恢复70%%的魔法"
//"DOTA_Tooltip_ability_Advanced_summon_healing_ward_note_lv25_3"				"【剑圣图腾】守卫无法移动，会保持在原地，但范围内的近战单位将获得40%%的攻击速度加成"




"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_lv5"				"【大地之墙+】范围加100，护甲提升增加3点"
"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_lv10"			"【硬化+】触发几率提升至14%%"
"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_lv15"			"【驻守】技能可以右键切换自动施法状态，在这个状态下召唤出的石头人无法攻击无法移动，但获得提高一半的生命继承，且获得30%%伤害减免。"
"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_lv20"			"【驻守+】在驻守状态下获得2%%最大生命值/秒的生命回复"
"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_base_Info"  "生命继承：+2%%/级<br/>防御力继承：+1%%/级<br/>"
"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_lv25_1"				"【龙血刻痕】当你同时拥有高阶龙之血时，土元素将继承你的高阶龙之血效果"
"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_lv25_2"				"【活性化】'硬化'效果不再造成眩晕，同时伤害提高至力量的5倍，当你同时拥有高阶活性护甲时，还可以将土元素护甲值的5倍作为额外伤害附加"
"DOTA_Tooltip_ability_Advanced_summon_earth_element_note_lv25_3"				"【大地之子】仅大地之灵可以解锁，会强制土元素进入'驻守',同时驻守效果生命值提升变为额外的一倍，生命恢复变为三倍"


"DOTA_Tooltip_ability_Advanced_summons_undead_jack_the_ripper_note_lv5"				"【血液渴望+】攻击目标时获得(100-目标当前生命值百分比*50)%%的攻击速度"
